Order	Species	Scale	Deme	Nuc_Div	U_Haps	N_pairs	N_seqs	Medn_dt	N_dates	Mdn_dst	ag_post	ag_pre	built	tmax	tmin	vpdmax	precip	icide	Lon	Lat
Trichoptera	Ecnomus turgidus	1	1	0.001051524710831	1	3	3	2013	2	0	0.019420071027782	0.045309835631294	0.128293241695304	25.5675010681152	11.9333333969116	22.3349990844727	451.239990234375	12.2660371322464	-117.865	33.952
Trichoptera	Ecnomus pansus	1	1	0	0.8	10	5	2013	2	0	0.019420071027782	0.045309835631294	0.128293241695304	25.5675010681152	11.9333333969116	22.3349990844727	451.239990234375	12.2660371322464	-117.865	33.952
Trichoptera	Ecnomus pansus	1	2	0	0.5	1	2	2013	1	0	0.017973678861442	0.041625682825192	0.997136311569301	26.2895832061768	12.4854166507721	23.482292175293	417.375	11.3086296520732	-117.974	34.065
Trichoptera	Cheumatopsyche enigma	1	1	0.006465771763027	1	28	8	2013	2	0	0.073028060590794	0.194117839522952	0.145230592953309	18.3537502288818	5.71583342552185	13.3066663742065	1051.22497558594	0.625378124874391	-78.167	38.892
Trichoptera	Cheumatopsyche enigma	1	2	0.013677811550152	1	1	2	2013	1	0.021239795781631	0.096681309870253	0.17592833532887	0.033543577981651	19.8138891855876	6.59499994913737	12.9630556106567	1466.10668945312	0.159979714869586	-83.6979	35.65285
Trichoptera	Cheumatopsyche enigma	1	3	0.003039513677812	0.666666666666667	3	3	2013	1	0.443902152928651	0.096681309870253	0.17592833532887	0.033256880733945	19.6866669654846	6.3383332490921	12.8520834445953	1485.40252685547	0.159979714869586	-83.69446667	35.64463333
Trichoptera	Cheumatopsyche enigma	1	5	0.001013171225937	0.666666666666667	3	3	2013	1	0	0.029235442143295	0.077947383974782	0.021788990825688	17.7212495803833	4.45791673660278	10.6575002670288	1313.82000732422	1.39824531413209	-83.0989	35.6275
Trichoptera	Cheumatopsyche enigma	1	6	0.008466045648446	1	3	3	2011	1	0	0.096681309870253	0.17592833532887	0	20.0541667938232	6.97916650772095	13.3308334350586	1506.09997558594	0.159979714869586	-83.9202	35.6224
Trichoptera	Cheumatopsyche enigma	1	7	0.002854623330814	0.833333333333333	15	6	2013	2	0	0.114998783007053	0.159725075900549	0.09988551803091	15.2216672897339	3.14583349227905	10.5	1329.44995117188	0.434915007251806	-75.961	40.783
Trichoptera	Cheumatopsyche enigma	1	8	0.004519825948397	1	3	3	2013	1	0	0.114998783007053	0.159725075900549	0.075779239348013	15.6366672515869	3.76916670799255	10.6841669082642	1265.2900390625	0.434915007251806	-75.998	40.704
Trichoptera	Cheumatopsyche enigma	1	9	0.000874463260481	0.75	6	4	2013	1	0	0.310973450833122	0.469021786846279	0.063738156761413	16.3466663360596	4.80249977111816	11.1374998092651	1214.05004882812	0.404851182938201	-75.708	40.421
Trichoptera	Cheumatopsyche enigma	1	10	0	1	0	2	2013	1	0	0.054661260467128	0.108324854872136	0.042717889908257	16.7554168701172	5.82416677474976	10.4829168319702	1327.52502441406	1.01712878382535	-80.3283	36.8067
Trichoptera	Parapsyche cardis	1	1	0.001735311017573	1	6	4	2013	2	0	0.056318344469297	0.16376795419791	0.028358636493841	19.3520832061768	5.60541677474976	12.8970832824707	1463.52502441406	0.228603537397781	-83.4986	35.6859
Trichoptera	Parapsyche cardis	1	2	0	0.5	1	2	2013	1	0	0.01927217056152	0.067959824574787	0.030615164520744	17.5762500762939	6.13374996185303	10.1358332633972	1957.17999267578	0.689487057430544	-83.2451	35.0129
Trichoptera	Parapsyche cardis	1	9	0	0.5	1	2	2013	1	0	0.096681309870253	0.17592833532887	0.038119805101748	19.4750003814697	5.93458318710327	12.6437501907349	1513.90002441406	0.159979714869586	-83.6871	35.6322
Trichoptera	Parapsyche cardis	1	10	0	0.5	15	6	2012	2	0.693441863736954	0.096681309870253	0.17592833532887	0.02836676217765	19.8138891855876	6.59499994913737	12.9630556106567	1466.10668945312	0.159979714869586	-83.69666667	35.65103333
Trichoptera	Agapetus celatus	1	1	0.001519756838906	1	1	2	2014.5	2	0	0.017973678861442	0.041625682825192	0.055555555555556	20.0175005594889	9.09277788798014	18.59694480896	862.719991048177	11.3086296520732	-118.114	34.266
